Nom;Adresse;TÈlÈphone;Site web;Zone;Trouble cognitif lÈger;Trouble cognitif sÈvËre;Bilanter;Orienter - Domicile;Orienter - Structures;Troubles du comportement|3;Pas díaidant, Èpuisement de líaidant|3;Maltraitance|3;Perte d'autonomie|2;Chute|2;DÈficit sensoriel gÈnants|1;Logement inadaptÈ|1;Faibles ressources Èconomiques|1;Isolement familial et gÈographique|1
MAIA Clermont;13 Rue Berteaux, 63000 Clermont-Ferrand;04 73 15 01 90;https://clic-agglo-clermont.fr;Clermont Ferrand;0;1;0;1;0;0;1;1;1;1;1;1;1;1
Ophtalmologues Clermont;;;;Clermont Ferrand;1;0;1;0;0;0;0;0;0;0;1;0;0;0
Opticien mobile;;06 02 05 87 92;www.auvergneopticmobile.fr;Clermont Ferrand;1;0;0;1;0;0;0;0;0;0;1;0;0;0
Opticiens Clermont ;;;www.pagesjaunes.fr/annuaire/clermont-ferrand-63/opticiens;Clermont Ferrand;1;0;0;1;0;0;0;0;0;0;1;0;0;0
ORL Clermont;;;https://www.pagesjaunes.fr/annuaire/clermont-ferrand-63/medecins-orl;Clermont Ferrand;1;0;1;0;0;0;0;0;0;0;1;0;0;0
Podologues Clermont;;;www.pagesjaunes.fr/annuaire/clermont-ferrand/podologue;Clermont Ferrand;1;1;0;1;0;0;0;0;0;1;0;0;0;0
Procureur de la rÈpublique Clermont ;16 place de l'Etoile, CS 20005 63033 Clermont Ferrand;                                         04 73 31 77 00;;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;0;0;0
SMTI/USLD Association hospitaliËre Sainte Jeanne D'arc;33 rue Gabriel Peri 63000 Clermont Fd;04 73 43 53 53 ;www.ahsm.eu;Clermont Ferrand;0;1;0;0;1;1;0;1;1;1;1;0;0;0
SMTI/USLD Centre hospitalier Nord  CÈbazat ;61 rue de Ch‚teauguay 63118 CÈbazat;04 73 75 09 35;www.chu-clermontferrand.fr;Clermont Ferrand;0;1;0;0;1;1;0;1;1;1;1;0;0;0
SMTI/USLD Clinique du grand prÈ ORPEA;Les Chaves 63830 Durtol;04 73 60 79 71;www.clinea.fr;Clermont Ferrand;0;1;0;0;1;1;0;1;1;1;1;0;0;0
SSR Beaumont Centre Michel barbat;449 avenue du parc 63110 Beaumont;04 73 44 11 00;www.centre-mbarbat.fr;Clermont Ferrand;1;0;1;0;0;0;0;0;1;0;0;0;0;0
SSR Beaumont Centre Michel barbat;449 avenue du parc 63110 Beaumont;04 73 44 11 00;www.centre-mbarbat.fr;Clermont Ferrand;1;0;0;0;1;0;0;0;1;1;0;0;0;0
SSR Beaumont Centre Michel barbat;449 avenue du parc 63110 Beaumont;04 73 44 11 00;www.centre-mbarbat.fr;Clermont Ferrand;0;1;0;0;1;1;0;1;1;1;0;0;0;0
SSR CÈbazat ;61 rue de Chateauguay 63118 CÈbazat;04 73 75 08 35;www.chu-clermontferrand.fr;Clermont Ferrand;1;0;1;0;0;0;0;0;1;0;0;0;0;0
SSR CÈbazat ;61 rue de Chateauguay 63118 CÈbazat;04 73 75 08 35;www.chu-clermontferrand.fr;Clermont Ferrand;1;0;0;0;1;0;0;0;1;1;0;0;0;0
SSR CÈbazat ;61 rue de Chateauguay 63118 CÈbazat;04 73 75 08 35;www.chu-clermontferrand.fr;Clermont Ferrand;0;1;0;0;1;1;0;1;1;1;0;0;0;0
SSR Ceyrat les sapins ;27 avenue cottages 63122 Ceyrat;04 73 60 81 81 ;www.centremedicalceyrat.org;Clermont Ferrand;1;0;1;0;0;0;0;0;1;0;0;0;0;0
SSR Ceyrat les sapins ;27 avenue cottages 63122 Ceyrat;04 73 60 81 81 ;www.centremedicalceyrat.org;Clermont Ferrand;1;0;0;0;1;0;0;0;1;1;0;0;0;0
SSR Ceyrat les sapins ;27 avenue cottages 63122 Ceyrat;04 73 60 81 81 ;www.centremedicalceyrat.org;Clermont Ferrand;0;1;0;0;1;1;0;1;1;1;0;0;0;0
SSR ChamaliËres les 6 lacs;8 rue des garnaudes 63400 ChamaliËres;08 26 96 00 15;www.clinea.fr;Clermont Ferrand;1;0;1;0;0;0;0;0;1;0;0;0;0;0
SSR ChamaliËres les 6 lacs;8 rue des garnaudes 63400 ChamaliËres;08 26 96 00 15;www.clinea.fr;Clermont Ferrand;1;0;0;0;1;0;0;0;1;1;0;0;0;0
SSR ChamaliËres les 6 lacs;8 rue des garnaudes 63400 ChamaliËres;08 26 96 00 15;www.clinea.fr;Clermont Ferrand;0;1;0;0;1;1;0;1;1;1;0;0;0;0
SSR ChamaliËres Notre dame;4 avenue Joseph Claussat 63400 ChamaliËres;04 73 19 58 58 ;www.villa-notre-dame.fr/les-specialites/ssr-polyvalents;Clermont Ferrand;1;0;1;0;0;0;0;0;1;0;0;0;0;0
SSR ChamaliËres Notre dame;4 avenue Joseph Claussat 63400 ChamaliËres;04 73 19 58 58 ;www.villa-notre-dame.fr/les-specialites/ssr-polyvalents;Clermont Ferrand;1;0;0;0;1;0;0;0;1;1;0;0;0;0
SSR ChamaliËres Notre dame;4 avenue Joseph Claussat 63400 ChamaliËres;04 73 19 58 58 ;www.villa-notre-dame.fr/les-specialites/ssr-polyvalents;Clermont Ferrand;0;1;0;0;1;1;0;1;1;1;0;0;0;0
SSR Chanat la Mouteyre ;La mouteyre 63530 Chanat la Mouteyre;04 73 62 77 00;www.alteris-asso.org;Clermont Ferrand;1;0;1;0;0;0;0;0;1;0;0;0;0;0
SSR Chanat la Mouteyre ;La mouteyre 63530 Chanat la Mouteyre;04 73 62 77 00;www.alteris-asso.org;Clermont Ferrand;1;0;0;0;1;0;0;0;1;1;0;0;0;0
SSR Chanat la Mouteyre ;La mouteyre 63530 Chanat la Mouteyre;04 73 62 77 00;www.alteris-asso.org;Clermont Ferrand;0;1;0;0;1;1;0;1;1;1;0;0;0;0
SSR Durtol Clinique cardio pneumologique;8 avenue de la paix 63830 Durtol;04 73 43 29 29;www.cmcpdurtol.fr;Clermont Ferrand;1;0;1;0;0;0;0;0;1;0;0;0;0;0
SSR Durtol Clinique cardio pneumologique;8 avenue de la paix 63830 Durtol;04 73 43 29 29;www.cmcpdurtol.fr;Clermont Ferrand;1;0;0;0;1;0;0;0;1;1;0;0;0;0
SSR Durtol Clinique cardio pneumologique;8 avenue de la paix 63830 Durtol;04 73 43 29 29;www.cmcpdurtol.fr;Clermont Ferrand;0;1;0;0;1;1;0;1;1;1;0;0;0;0
UCC CHU/Hopital Nord;Route de Ch‚teaugay, 63118 CÈbazat;04 73 75 02 06;https://www.chu-clermontferrand.fr/;Clermont Ferrand;1;1;1;0;0;1;0;0;0;0;0;0;0;0
UCC CHU/Hopital Nord;Route de Ch‚teaugay, 63118 CÈbazat;04 73 75 02 06;https://www.chu-clermontferrand.fr/;Clermont Ferrand;0;1;0;0;1;0;1;1;0;0;0;0;0;0
UHR CHU/Hopital Nord;Route de Ch‚teaugay, 63118 CÈbazat;04 73 750 750;https://www.chu-clermontferrand.fr/;Clermont Ferrand;0;1;0;0;1;1;0;0;0;0;0;0;0;0
Acceuil de jour Issoire : La Providence ;9 rue de la SafourniËre, 63500 Issoire;04 73 89 19 81;www.ehpad-laprovidence-issoire.com;Issoire;1;0;0;1;0;1;1;0;1;0;0;0;0;1
Acceuil de jour Issoire : La Providence ;9 rue de la SafourniËre, 63500 Issoire;04 73 89 19 81;www.ehpad-laprovidence-issoire.com;Issoire;0;1;0;1;0;0;1;0;0;0;0;0;0;0
Aides ‡ domicile CCAS Issoire;24 Rue de la Berbiziale, 63500 Issoire;04 73 89 71 30;www.issoire.fr/Solidarite/Action-sociale/Le-Centre-Communal-d-Action-Sociale;Issoire;1;0;0;1;0;1;1;1;1;1;1;0;0;1
Aides ‡ domicile CCAS Issoire;24 Rue de la Berbiziale, 63500 Issoire;04 73 89 71 30;www.issoire.fr/Solidarite/Action-sociale/Le-Centre-Communal-d-Action-Sociale;Issoire;0;1;0;1;0;0;1;1;1;1;1;0;0;1
Aides ‡ domicile issoire;;;www.pagesjaunes.fr/annuaire/issoire-63/aide-a-domicile;Issoire;1;0;0;1;0;1;1;1;1;1;1;0;0;1
Aides ‡ domicile issoire;;;www.pagesjaunes.fr/annuaire/issoire-63/aide-a-domicile;Issoire;0;1;0;1;0;0;1;1;1;1;1;0;0;1
Aides ‡ domicile SSIAD CA agglo pays d'Issoire;96 rue de lavaur, 63504 Issoire;04 15 62 20 01;www.capissoire.fr/maintien-a-domicile/;Issoire;1;0;0;1;0;1;1;1;1;1;1;0;0;1
Aides ‡ domicile SSIAD CA agglo pays d'Issoire;96 rue de lavaur, 63504 Issoire;04 15 62 20 01;www.capissoire.fr/maintien-a-domicile/;Issoire;0;1;0;1;0;0;1;1;1;1;1;0;0;1
Aides ‡ domicile SSIAD Issoire;24 Rue de la Berbiziale, 63500 Issoire;04 73 89 71 31;www.issoire.fr/Solidarites/Seniors/Le-SSIAD-Service-de-Soins-Infirmiers-a-Domicile;Issoire;1;0;0;1;0;1;1;1;1;1;1;0;0;1
Aides ‡ domicile SSIAD Issoire;24 Rue de la Berbiziale, 63500 Issoire;04 73 89 71 31;www.issoire.fr/Solidarites/Seniors/Le-SSIAD-Service-de-Soins-Infirmiers-a-Domicile;Issoire;0;1;0;1;0;0;1;1;1;1;1;0;0;1
Aides ‡ domicile SSIAD La Roseraie;Teydes, 63420 Ardes sur Couze;04 73 54 99 74;www.ehpad.-ardes.fr;Issoire;1;0;0;1;0;1;1;1;1;1;1;0;0;1
Aides ‡ domicile SSIAD La Roseraie;Teydes, 63420 Ardes sur Couze;04 73 54 99 74;www.ehpad.-ardes.fr;Issoire;0;1;0;1;0;0;1;1;1;1;1;0;0;1
Aides ‡ domicile SSIAD le Montel;3 Rue du Parc, 63450 Saint-Amant-Tallende;04 73 39 30 08;www.ehpadssiadlemontel.fr/PBCPPlayer.asp?ID=1104111;Issoire;1;0;0;1;0;1;1;1;1;1;1;0;0;1
Aides ‡ domicile SSIAD le Montel;3 Rue du Parc, 63450 Saint-Amant-Tallende;04 73 39 30 08;www.ehpadssiadlemontel.fr/PBCPPlayer.asp?ID=1104111;Issoire;0;1;0;1;0;0;1;1;1;1;1;0;0;1
Assistante sociale CCAS Issoire;24 Rue de la Berbiziale, 63500 Issoire;04 73 89 71 30;www.issoire.fr/Solidarite/Action-sociale/Le-Centre-Communal-d-Action-Sociale;Issoire;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Issoire;24 Rue de la Berbiziale, 63500 Issoire;04 73 89 71 30;www.issoire.fr/Solidarite/Action-sociale/Le-Centre-Communal-d-Action-Sociale;Issoire;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale conseil dÈpartemental ;Conseil dÈpartemental du Puy-de-DÙme 24 rue Saint-Esprit 63033 Clermont-Ferrand Cedex 1;04 73 42 24 60;www.puy-de-dome.fr/social/seniors/vivre-a-domicile.html;Issoire;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale conseil dÈpartemental ;Conseil dÈpartemental du Puy-de-DÙme 24 rue Saint-Esprit 63033 Clermont-Ferrand Cedex 1;04 73 42 24 60;www.puy-de-dome.fr/social/seniors/vivre-a-domicile.html;Issoire;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale MinistËre de la dÈfense;;04 73 55 74 80;;Issoire;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale MinistËre de la dÈfense;;04 73 55 74 80;;Issoire;1;1;0;1;0;0;0;0;0;0;0;1;1;0
AudioprothÈsiste Issoire;;;www.pagesjaunes.fr/annuaire/issoire-63/audioprothesistes;Issoire;1;0;0;1;0;0;0;0;0;0;1;0;0;0
CLIC Issoire;11 rue espagnon 63500 Issoire;04 73 89 67 38;www.personnes-agee-aide-issoire.fr;Issoire;1;1;0;1;0;1;1;1;1;1;1;1;1;1
CLIC Issoire;11 rue espagnon 63500 Issoire;04 73 89 67 38;www.personnes-agee-aide-issoire.fr;Issoire;1;1;1;0;0;0;0;0;0;0;0;0;1;0
Consultation mÈmoire CH Issoire;PÙle GÈriatrique CEOG, 13 rue du Docteur Sauvat 63500_Issoire;04 73 09 72 88;www.ch-issoire.fr/;Issoire;1;1;1;0;0;1;1;1;1;1;1;1;1;1
CSG Issoire Centre Hospitalier Paul Ardier ;13 rue du Docteur Sauvat 63500 Issoire;04 73  89 72 72;www.ch-issoire.com;Issoire;1;0;1;0;0;1;0;0;1;1;0;0;0;0
CSG Issoire Centre Hospitalier Paul Ardier ;13 rue du Docteur Sauvat 63500 Issoire;04 73  89 72 72;www.ch-issoire.com;Issoire;1;0;0;0;1;0;0;1;1;1;0;0;0;0
CSG Issoire Centre Hospitalier Paul Ardier ;13 rue du Docteur Sauvat 63500 Issoire;04 73  89 72 72;www.ch-issoire.com;Issoire;0;1;1;0;0;1;1;1;1;1;1;1;0;1
CSG Issoire Centre Hospitalier Paul Ardier ;13 rue du Docteur Sauvat 63500 Issoire;04 73  89 72 72;www.ch-issoire.com;Issoire;0;1;1;0;0;1;1;1;1;1;1;1;0;1
CSG Issoire Centre Hospitalier Paul Ardier ;13 rue du Docteur Sauvat 63500 Issoire;04 73  89 72 72;www.ch-issoire.com;Issoire;0;1;0;0;1;0;0;1;1;1;0;0;0;0
CSG Issoire Centre Hospitalier Paul Ardier ;13 rue du Docteur Sauvat 63500 Issoire;04 73  89 72 72;www.ch-issoire.com;Issoire;0;1;0;0;1;0;0;1;1;1;0;0;0;0
EHPAD Ardes sur couzes  la roseraie (USA);teyde 63420 Ardes sur Couze;04 73 71 83 54;www.ehpad-ardes.fr;Issoire;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Ardes sur couzes  la roseraie (USA);teyde 63420 Ardes sur Couze;04 73 71 83 54;www.ehpad-ardes.fr;Issoire;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Besse Saint Anastaise La Couze Pavin (USA);17 rue PrËs de la Ville 63610 Besse Saint Anastaise;04 73 79 55 40;;Issoire;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Besse Saint Anastaise La Couze Pavin (USA);17 rue PrËs de la Ville 63610 Besse Saint Anastaise;04 73 79 55 40;;Issoire;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Brassac les Mines: Les Vallons Fleuris;2 av Charles de Gaulle 63570 Brassac les Mines;04 73 54 52 52;;Issoire;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Brassac les Mines: Les Vallons Fleuris;2 av Charles de Gaulle 63570 Brassac les Mines;04 73 54 52 52;;Issoire;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Champeix : Les campellis (USA);route de clemensat 63320 CHAMPEIX;04 73 54 55 70;;Issoire;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Champeix : Les campellis (USA);route de clemensat 63320 CHAMPEIX;04 73 54 55 70;;Issoire;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Issoire CH Paul Ardier;13 rue du Docteur Sauvat 63500 Issoire;04 73 89 72 72;;Issoire;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Issoire CH Paul Ardier;13 rue du Docteur Sauvat 63500 Issoire;04 73 89 72 72;;Issoire;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Issoire La Providence;9 Rue de la SafourniËre, 63500 Issoire;04 73 89 19 81;www.ehpad-laprovidence-issoire.com;Issoire;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Issoire La Providence;9 Rue de la SafourniËre, 63500 Issoire;04 73 89 19 81;www.ehpad-laprovidence-issoire.com;Issoire;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Saint Germain Lembron Le Verger;Chemin de la Plagne, 63340 Saint-Germain-Lembron;04 73 96 42 72;;Issoire;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Saint Germain Lembron Le Verger;Chemin de la Plagne, 63340 Saint-Germain-Lembron;04 73 96 42 72;;Issoire;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Saint Nectaire RÈsidence Jeanson;Chemin du Say, 63710 Saint-Nectaire;04 73 88 50 87;;Issoire;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Saint Nectaire RÈsidence Jeanson;Chemin du Say, 63710 Saint-Nectaire;04 73 88 50 87;;Issoire;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Sauxillanges Charles ANDRAUD;6 Rue de l'Hospice, 63490 Sauxillanges;04 73 96 82 24;;Issoire;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Sauxillanges Charles ANDRAUD;6 Rue de l'Hospice, 63490 Sauxillanges;04 73 96 82 24;;Issoire;0;1;0;0;1;1;1;1;1;1;1;1;1;1
ErgothÈrapeuthe Issoire;;;www.pagesjaunes.fr/annuaire/issoire-63/kinesitherapeutes-masseurs-kinesitherapeutes;Issoire;1;1;1;0;0;0;0;0;0;1;0;1;0;0
ErgothÈrapeuthe Issoire;;;www.pagesjaunes.fr/annuaire/issoire-63/kinesitherapeutes-masseurs-kinesitherapeutes;Issoire;1;1;0;1;0;0;0;0;1;1;1;1;0;0
ESA le Montel;3 Rue du Parc, 63450 Saint-Amant-Tallende;04 73 39 30 08;;Issoire;1;0;0;1;0;0;1;0;1;0;0;0;0;1
hÈbergement automone  Egliseneuve d'entraigues;le bourg, 63850 EGLISENEUVE D'ENTRAIGUES;04 73 71 90 13;;Issoire;1;0;0;0;1;1;1;0;1;0;1;1;0;1
hÈbergement automone  Issoire: La cascade ;9 rue raoul Bardy, 63500 Issoire;04 73 89 47 29;;Issoire;1;0;0;0;1;1;1;0;1;0;1;1;0;1
hÈbergement temporaire  Ardes sur couzes : la roseraie;teyde 63420 Ardes sur Couze;04 73 71 83 54;www.ehpad-ardes.fr;Issoire;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire  Ardes sur couzes : la roseraie;teyde 63420 Ardes sur Couze;04 73 71 83 54;www.ehpad-ardes.fr;Issoire;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire  Brassac les mines : Les vallons fleurits ;2 av Charles de Gaulle 63570 Brassac les Mines;04 73 54 52 52;www.lacolombe.eu;Issoire;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire  Brassac les mines : Les vallons fleurits ;2 av Charles de Gaulle 63570 Brassac les Mines;04 73 54 52 52;www.lacolombe.eu;Issoire;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire Besses : Saint Anestezes ;rue de la resistance 63610 BESSE ET SAINT ANASTAISE;04 73 79 55 40;;Issoire;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Besses : Saint Anestezes ;rue de la resistance 63610 BESSE ET SAINT ANASTAISE;04 73 79 55 40;;Issoire;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire Champeix : Les campellis;route de clemensat 63320 CHAMPEIX;04 73 54 55 70;;Issoire;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Champeix : Les campellis;route de clemensat 63320 CHAMPEIX;04 73 54 55 70;;Issoire;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire Issoire : La Cascade;9 rue raoul Bardy, 63500 Issoire;04 73 89 47 29;;Issoire;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Issoire : La Cascade;9 rue raoul Bardy, 63500 Issoire;04 73 89 47 29;;Issoire;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire Issoire La providence ;9 rue de la SafourniËre, 63500 Issoire;04 73 89 19 81;www.ehpad-laprovidence-issoire.com;Issoire;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Issoire La providence ;9 rue de la SafourniËre, 63500 Issoire;04 73 89 19 81;www.ehpad-laprovidence-issoire.com;Issoire;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire Saint germain lembron Le verger;Chemin de la Plagne, 63340 Saint-Germain-Lembron;04 73 96 42 72;;Issoire;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Saint germain lembron Le verger;Chemin de la Plagne, 63340 Saint-Germain-Lembron;04 73 96 42 72;;Issoire;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire Sauxillanges Charles Andraud ;6 Rue de l'Hospice, 63490 Sauxillanges;04 73 96 82 24;;Issoire;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Sauxillanges Charles Andraud ;6 Rue de l'Hospice, 63490 Sauxillanges;04 73 96 82 24;;Issoire;1;0;0;0;1;0;1;0;1;0;1;1;0;0
IDE Issoire;;;www.pagesjaunes.fr/annuaire/issoire-63/infirmiers-cabinets-soins-a-domicile;Issoire;1;1;0;1;0;0;0;0;1;1;1;0;0;0
KinÈsithÈrapeute Issoire;;;www.pagesjaunes.fr/pros/12122555;Issoire;1;1;0;1;0;0;0;0;1;1;0;0;0;0
KinÈsithÈrapeute Issoire;;;www.pagesjaunes.fr/pros/12122555;Issoire;1;1;1;0;0;0;0;0;0;1;0;0;0;0
MAIA Issoire;11 rue espagnon 63500 Issoire;04 73 89 67 38;www.personnes-agee-aide-issoire.fr;Issoire;1;0;0;1;0;0;1;1;1;0;0;1;1;1
MAIA Issoire;11 rue espagnon 63500 Issoire;04 73 89 67 38;www.personnes-agee-aide-issoire.fr;Issoire;0;1;0;1;0;0;1;1;1;1;1;1;1;1
Ophtalmologues Issoire;;;;Issoire;1;0;1;0;0;0;0;0;0;0;1;0;0;0
Opticien Issoire;;;www.pagesjaunes.fr/annuaire/issoire-63/opticiens;Issoire;1;0;0;1;0;0;0;0;0;0;1;0;0;0
Opticien mobile;;06 02 05 87 92;www.auvergneopticmobile.fr;Issoire;1;0;0;1;0;0;0;0;0;0;1;0;0;0
ORL Issoire;;;https://www.pagesjaunes.fr/annuaire/clermont-ferrand-63/medecins-orl;Issoire;1;0;1;0;0;0;0;0;0;0;1;0;0;0
Podologue Issoire;;;www.pagesjaunes.fr/annuaire/issoire-63/podologues-pedicures-podologues;Issoire;1;1;0;1;0;0;0;0;0;1;0;0;0;0
SMTI/USLD Issoire CH;13 rue du Docteur Sauvat 63500 Issoire;04 73 89 72 80;www.ch-issoire.com;Issoire;0;1;0;0;1;1;0;1;1;1;1;0;0;0
SSR Issoire Centre Hospitalier Paul Ardier ;13 rue du Docteur Sauvat 63500 Issoire;04 73  89 72 72;www.ch-issoire.com;Issoire;1;0;1;0;0;0;0;0;1;0;0;0;0;0
SSR Issoire Centre Hospitalier Paul Ardier ;13 rue du Docteur Sauvat 63500 Issoire;04 73  89 72 72;www.ch-issoire.com;Issoire;1;0;0;0;1;0;0;0;1;1;0;0;0;0
SSR Issoire Centre Hospitalier Paul Ardier ;13 rue du Docteur Sauvat 63500 Issoire;04 73  89 72 72;www.ch-issoire.com;Issoire;0;1;0;0;1;1;0;1;1;1;0;0;0;0
SSR Issoire les Sorbiers; 16 route de Saint Germain 63500 Issoire;08 26 28 28 18;www.clinea.fr;Issoire;1;0;1;0;0;0;0;0;1;0;0;0;0;0
SSR Issoire les Sorbiers; 16 route de Saint Germain 63500 Issoire;08 26 28 28 18;www.clinea.fr;Issoire;1;0;0;0;1;0;0;0;1;1;0;0;0;0
SSR Issoire les Sorbiers; 16 route de Saint Germain 63500 Issoire;08 26 28 28 18;www.clinea.fr;Issoire;0;1;0;0;1;1;0;1;1;1;0;0;0;0
Aides ‡ domicile CCAS Le Mont Dore;1 rue cÙte Boissy 63240 Mont Dore;04 73 65 20 00;www.mairie-mont-dore.fr;Le Mont Dore;1;0;0;1;0;1;1;1;1;1;1;0;0;1
Aides ‡ domicile CCAS Le Mont Dore;1 rue cÙte Boissy 63240 Mont Dore;04 73 65 20 00;www.mairie-mont-dore.fr;Le Mont Dore;0;1;0;1;0;0;1;1;1;1;1;0;0;1
Aides ‡ domicile CCAS Mont Dore;1 rue cÙte Boissy 63240 Mont Dore;04 73 65 20 00;www.mairie-mont-dore.fr;Le Mont Dore;1;0;0;1;0;1;1;1;1;1;1;0;0;1
Aides ‡ domicile CCAS Mont Dore;1 rue cÙte Boissy 63240 Mont Dore;04 73 65 20 00;www.mairie-mont-dore.fr;Le Mont Dore;0;1;0;1;0;0;1;1;1;1;1;0;0;1
Aides ‡ domicile Le Mont Dore;;;www.pagesjaunes.fr/annuaire/le-mont-dore-63/services-a-domicile-pour-personnes-agees-personnes-dependantes;Le Mont Dore;1;0;0;1;0;1;1;1;1;1;1;0;0;1
Aides ‡ domicile Le Mont Dore;;;www.pagesjaunes.fr/annuaire/le-mont-dore-63/services-a-domicile-pour-personnes-agees-personnes-dependantes;Le Mont Dore;0;1;0;1;0;0;1;1;1;1;1;0;0;1
Assistante sociale CCAS Mont Dore;1 rue cÙte Boissy 63240 Mont Dore;04 73 65 20 00;www.mairie-mont-dore.fr;Le Mont Dore;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Mont Dore;1 rue cÙte Boissy 63240 Mont Dore;04 73 65 20 00;www.mairie-mont-dore.fr;Le Mont Dore;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale conseil dÈpartemental ;Conseil dÈpartemental du Puy-de-DÙme 24 rue Saint-Esprit 63033 Clermont-Ferrand Cedex 1;04 73 42 24 60;www.puy-de-dome.fr/social/seniors/vivre-a-domicile.html;Le Mont Dore;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale conseil dÈpartemental ;Conseil dÈpartemental du Puy-de-DÙme 24 rue Saint-Esprit 63033 Clermont-Ferrand Cedex 1;04 73 42 24 60;www.puy-de-dome.fr/social/seniors/vivre-a-domicile.html;Le Mont Dore;1;1;0;1;0;0;0;0;0;0;0;1;1;0
AudioprothÈsiste Le Mont Dore;;;;Le Mont Dore;1;0;0;1;0;0;0;0;0;0;1;0;0;0
CLIC Mont Dore;maison des services de sant_, ancienne poste 63200 Riom;04 73 65 20 89;www.clicmontdore.com;Le Mont Dore;1;1;0;1;0;1;1;1;1;1;1;1;1;1
CLIC Mont Dore;maison des services de sant_, ancienne poste 63200 Riom;04 73 65 20 89;www.clicmontdore.com;Le Mont Dore;1;1;1;0;0;0;0;0;0;0;0;0;1;0
Consultation mÈmoire CH Le Mont Dore;2 Rue du Cap Chazotte, 63240 Mont-Dore;04 73 65 33 41;www.hopital-montdore.com;Le Mont Dore;1;1;1;0;0;1;1;1;1;1;1;1;1;1
EHPAD Bourg Lastic Les BruyËres;3 allÈe Marcel Pagnol 63760 Bourg Lastic;04 73 21 86 66;www.bourg-lastic.fr/ehpad.html;Le Mont Dore;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Bourg Lastic Les BruyËres;3 allÈe Marcel Pagnol 63760 Bourg Lastic;04 73 21 86 66;www.bourg-lastic.fr/ehpad.html;Le Mont Dore;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD La Tour d'Auvergne_Le Grand Megnaud;18 Le Mont-Dore, 63680 La Tour-d'Auvergne;04 73 21 52 17;;Le Mont Dore;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD La Tour d'Auvergne_Le Grand Megnaud;18 Le Mont-Dore, 63680 La Tour-d'Auvergne;04 73 21 52 17;;Le Mont Dore;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Le Mont Dore Saint Paul;5 Place Charles de Gaulle, 63240 Le Mont-Dore;04 73 65 33 33;;Le Mont Dore;1;0;0;0;0;0;0;0;0;0;0;0;0;0
